text,intent,severity
"@ComcastCares
#mobile_CareXI my internet connection is very slow.",feedback,1
@625902 😧 Are you having issues in a certain area Ashley? Take a look at our network guide here please: https://t.co/fhrNNrbwj2,feedback,2
Yo what's going on with the letter I on the new update?? Plz explain @115858,feedback,1
"@786850 😞 Did both top ups get added to your sim Teresa? If so, drop us a DM with your mobile number. https://t.co/5pyLDJBC6r",feedback,1
"@446047 Happy to help! For more information on When and where is UberEATS available, please visit us here; https://t.co/bl5B9dVLvX",feedback,1
@VirginTrains @132592 That a @121428 service,feedback,1
@748262 We'd love to have you on the Magenta side! *KeithM,feedback,1
"@AmazonHelp PC browser.  ""Your Prime Videos"" from ""Account &amp; Lists"" dropdown.  ""Your Videos"" under the giant banner and ""Your Video Library"" top right.",feedback,1
@120576 @VirginTrains @127472 It’s not just a delay. It’s the most unacceptable conditions. Can we get a refund?,other,1
@665536 We'd be happy to help. Would you tell us more about what you're experiencing? We're not seeing anything in that screen recording.,other,1
@ATVIAssist It just burns because I spent $50 once and got a shovel and now I can't even keep a bribe,other,1
@453535 We're here to help. DM us your exact OS version and we can take a look at this for you. https://t.co/GDrqU22YpT,technical_issue,1
Interesante que @130293 inaugure contenidos deportivos en directo. Buena noticia y una opción que lo diferencia claramente de otros competidores. https://t.co/FO3YRUuZGl,other,1
@713 #AmericanAirlines xcled flight 1391 leaving St Thomas on 10/5 and lied about why. Stranding passengers after 2 cat 5 hurricanes #shame,feedback,1
"@160483 Yes, I can help please DM your full address and name on your account. ~RD",other,1
"@181933 I see you've experienced issues with your Comcast modem recently. DM your account #, the name the account is under and the address of service, so we can look further into this issue &amp; speak privately. ~DB",feedback,1
This is still hanging at the Intersect of RTE140/83 #EllingtonCT @515249 @115900 @4165 @48591 #dangerous https://t.co/Y1YXEsLWRs,technical_issue,1
@115714 @sprintcare are we ever going to be able to #preorder the #IphoneX or should I go to bed and find another carrier in the AM?,feedback,1
"@198364 I'm sorry, I'm not sure I understand. Most items shipped by Amazon qualify for Two-Day shipping. Is this what you mean? ^MJ",other,1
@131823 The £1 is an authorisation we use to verify your payment method. You can find more information here: https://t.co/ifneYOeIDw. ^PJ,feedback,1
@XboxSupport party chat is not good at the moment. I can hear them but thay can not hear me,other,1
"@770807 Hey Paul, we hear you! Rest assured, your feedback will be passed on to the right folks /NS",feedback,1
"@750760 Hi Jason, let's connect you with our Google Play Music specialist to sort this out: https://t.co/dbqOEVaSkM. Hope this gets resolved!",other,1
"@647618 We never misuse our data, request your c- operation for further assistance. ^MJ",feedback,1
@AppleSupport I bet if I had a iPhone X this wouldn’t be happening,feedback,1
"@322503 Hi, please click to send us a private message and I will look into this. Thanks! ^Trinity https://t.co/a2xkfCrUG1",other,1
Bonjour @AmazonHelp donc maintenant vos livreurs Amazon Logistics ils mettent les colis devant les portes et tant pis s’il y a vol ? Honteux,feedback,1
"@115858 Even after update 11.1.1, Siri STILL doesn’t work! Come on Apple!! And don’t tell me to turn my phone off and on again! 😡",other,1
I buzzed @115821 into my bldg today but he never delivered my pkg. Reported he couldn’t get in the bldg. Stupid or Lazy or both? #pissed,shipping_issue,1
"@TMobileHelp Hate to say this, but I don't know what a ""DM"" is or how to do it... lol",technical_issue,1
"@O2 need to sort out what they tell customers re contacting them regarding returns. Apparently 1, 3, 5 and now 7 days #shambles #howlongwithoutaphone",feedback,1
@AskTarget  I think buyer beware would be the appropriate characterization. You have to be losing customers.  You certainly lost me.,feedback,1
Even the fuckin app isn’t working for live tv @comcastcares #comcastoutage https://t.co/JDdNq0Tmbv,technical_issue,3
"@465248 Since I'm unable to access your account via Twitter, can you reach us here so we can assist further: https://t.co/JzP7hlA23B ^SY",other,1
"@761203 That's great to hear, George. Thanks for letting us know. ^David",feedback,1
"@Ask_Spectrum why is that my internet goes out at weird times, or has extremely slow speeds at other times.",other,1
@SouthwestAir we waited FOUR HOURS &amp; finally get to the gate only to be told the plane has 25 empty seats but we can't let you on,account_issue,1
@AppleSupport But what about all of the things I downloaded so I could access them offline ?!?,feedback,1
@187176 Good question! We have sent you the answer in a direct message!,feedback,1
@605503 @115913 Thanks! It looks like coverage is mainly expected outdoors but we can review more specific areas to get a better idea. Could you DM us an address &amp; we'll let you know what info we have available? *RachaelTansey,feedback,1
"@232955 2/2 strike action, you can receive a full refund from point of purchase. If you do wish to travel and your train is cancelled, you can board the service before or after your booked train. We will try our best to accommodate all passengers once on our trains ^MM",other,2
@AppleSupport Yes I’ve done that numerous times.,feedback,1
@ATT I really hope this is the final straw. I am tired of the run-around.,other,3
"@662742 We'll be happy to get you pointed in the right direction. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",feedback,1
@130293 Cómo se puede ver el Hombre en lo alto del Castillo en español? O al menos con los subtítulos en español?,feedback,1
"@313002 Looking good, Jackie! 👍🏻",feedback,1
"@MicrosoftHelps No, none. It auto updated today. Mouse will not connect either.",other,1
@115873 India : pathetic experience.. the cab ran out of fuel..Had to wait for 45 mins out of humanity sake.. and got charged for it..Fck U!,feedback,1
@Ask_Spectrum Any idea when services will be restored in Maine? Been 5 days already. Losing a lot of money not being able to work from home.,feedback,1
Ay shorty @115858 I’m bout tired of these boxes I️,shipping_issue,1
@SpotifyCares Pass a P45 or whatever the equivalent is onto them and hire folks that can get a damn update out on time #raging,shipping_issue,1
"@AmericanAir I appreciate your response.  How-the-ever, “everyday our team takes excellent care of our customers” is not correct.  Please rethink before you give a similar response.  If Care was excellent, I would not have registered this complaint.  Try to take better care of your customers.",feedback,3
@765751 Hi Hannah. It takes approximately 4 weeks from the date a cheque was raised for the processing and postage. We will send this to you as soon as we can. Sorry for the wait. Natalie,other,1
@TacoBellTeam I’d appreciate a DM and immediate contact with a supervisor above the management team or franchise department. This is totally bullshit.,other,3
@AppleSupport https://t.co/pOmLkmOiKz,feedback,1
With BA to LHR (at @British_Airways Flight BA 987 in Berlin) https://t.co/RLgfj7KZbT,other,1
"@GWRHelp you are a disgrace #WelshNot #DimCymraeg you are providing a service in a bilingual country, your lack of effort shows a disdain and disrespect for the people of Wales. Get with the 21st century! We will not take this BS anymore! #Cymraeg #Cymru #Gwasanaeth",feedback,1
"Not sure why the fuck my iPhone is tweaking, freezing, and battery dying minutes after it comes off the charger? @115858 @AppleSupport",feedback,3
"@115817 apparently still cannot find my freaking house, after I've verified with two reps that my address is correct. Thanks for nothing.",other,1
@VirginTrains good morning vt,feedback,1
@VirginTrains @123241 @VirginTrains Trainline. You have just sold me a ticket that is not valid for travel. Thankyou. Now what! This is a peak train https://t.co/r79stgKv1V,other,1
@176779 Your information is safe on a secure password protected Wi-Fi network. Here's how to connect to one: https://t.co/2NrOWL1Nnw,feedback,1
@O2 how you are allowed to call it 4g is beyond me your network is beyond shit,other,1
@801909 Hai contattato la nostra Assistenza? Per farlo clicca qui: https://t.co/YtcS8zMWhk. ^MA,feedback,1
@SW_Help Was it going to be a 450 running those services today?,feedback,1
@AmazonHelp Are you guys mad or what? when we not get any reply from SS. you tellng contact again?? shame on you guys,feedback,1
@AmazonHelp Still waiting...,account_issue,1
@222332 Hello. We are looking into this. Please stay tuned.  ^RS,other,1
@Tesco Would need to do this by DM.,feedback,1
"@534173 Hi, Charise! Hope you're having a great day so far. Another account would be an option, not a suggestion. We'll share the feedback!",other,1
"@427666 We're on it Jamie, please check back soon.",feedback,1
"@395444 Hey Mike, we're looping in our AI expert for help. ^Britt",feedback,1
"@811022 Hi, I would like to look into services in your area. Please send us a DM with your full address. Thank you, -EP",other,1
"@sprintcare Need new sim for my new phone pixel2, every time I call, customer rep gives me different answers. It’s been week now. Thank you for responding.",feedback,2
"@289231 That isn't ideal! Please, reach us directly so that we may leave carrier feedback on your behalf: https://t.co/hApLpMlfHN ^JE",other,1
Bro Wtf Is Up With Apple And This Stupid Ass Question Mark Box Shit @AppleSupport,other,1
"@116316 Echt jetzt? Flash? Ihr wisst schon, dass wir im Jahr #2017 sind!?! #NichtEuerErnst https://t.co/hUOsi3Gldj",other,1
@115830 All this for a pack of crayons? Really?! https://t.co/dV2RNB3ydb,other,1
"@147517 Hi, are you seeing this in multiple browsers or after clearing your browser's cache? ^JI",feedback,1
@30404 @AmericanAir Thank you! 😀,feedback,1
"@Morrisons Well I got my breakfast eventually, but nothing was sorted waited over an hour for it, was a couple of people who asked for money back",feedback,1
@413927 MMM is the best!! Glad you can learn firsthand from our fearless leader!! &lt;3 💯🔥 *MattHargleroad,feedback,3
"@810610 Hi Alex, the options are free flight change within 30 days or Full Credits. May we have the booking number? -Floi",feedback,1
@AmazonHelp Of course! It was https://t.co/ceeMKHWL4f,feedback,1
"@Ask_Spectrum @477623 Fix mine while you're at it too, asshat",feedback,1
@O2 Unless your guys call me in the next 10 minutes.... There will be a complaint... Had enough now. I start work at 12 and iv been waiting since 11 for a call #nothappy #getmeawayfromthiscompany,feedback,1
All enjoying 1st travel with @VirginTrains to Liverpool Lime Street and then will will meet up with @751658  @103047 and @103048 😁💙 https://t.co/ZVfkocybcx,feedback,1
@115913 325 back for pixel is good. But I pay 14 a month for jump upgrade and insurance. How do I insure the pixel with my jump? Thanks,feedback,1
"@VirginAtlantic @116665 I’m glad you found out the technical issue before the flight, but we’re running out of money for Galaga here ;) I take it there were no seats on the earlier flight? I have a cat to get home to and feed!",feedback,1
@GWRHelp Where is the guard on this train? 0655 North camp-Gatwick? What’s the point of booking assistance if they don’t bother to show up?,feedback,1
@AldiUK @523689 Can’t wait.,feedback,1
"@139007 Hello James. This is usually formed of a High Speed Train although due to more trains in repair at the moment, another type of train was used. - Jordan",other,1
@472241 That's a life choice. -Tay,other,1
@AppleSupport if I ‘erase all settings and data’ from my iPhone 6S+ does it remove it from my iCloud/tunes account? It’s no longer visible on my find iPhone but if I switch it back on my new iPhone X pops up with a window saying do I want to setup iPhone with my iTunes account???,feedback,1
"@684773 We're glad to hear you enjoyed it, Zoe, and we hope you had a great flight. ^Cody",feedback,1
"Hey @AskPayPal &amp; @115937, if a buyer uses an address that OSINT shows is clearly tied to fraud, why TF would you permit the transaction? Surely you have 'big data' to support this type of proactivity. TRUST is the foundation of your business. You just lost mine. https://t.co/vZyoeppIPo",feedback,1
@800762 Here to help! Send us a note via https://t.co/Sy2fWIhhC2 to assist you further.,other,1
"Party in the front, pax in the back. Sad to say goodbye to such a unique experience on the last day of @alaskaair combi ops. ✈️
#iFlyAlaska https://t.co/N0mjFrRdeB",other,3
@666752 Sorry to hear that your number is blocked. Kindly contact our support team via email and we'll get this sorted out for you. ^RB,feedback,3
Amazing crew on @SouthwestAir last night #birthdayflight #vegas https://t.co/EzGehr7G6m,feedback,1
"Yo, @116062. It would be great if you could connect your coupons to my Red Card so I don't stand around in the checkout lane fumbling around with the (really annoying and hard to use) Target app. My time is worth more than that. Make it easy. love, d.",feedback,1
@Safaricom_Care Hello whats wrong with my number it cant read data bundles 0707250502,feedback,1
"@120849 Bonjour, désolée d'apprendre cela :/ je vous prie de le signaler à notre SAV via ce lien  https://t.co/hgIrz98cdI ^SN",feedback,1
@320987 Thanks. Let us know which iPhone model you're using via DM. We'll continue there. https://t.co/GDrqU22YpT,feedback,1
"@356572 I apologize, for the frustrations, Ryan. We hope to have you on your way soon. -Sara",feedback,1
@TMobileHelp Already DM'd 5 minutes ago,feedback,1
"Neuer Service von @AmazonHelp: Sendungen aus den Warehouse Deals werden jetzt inklusive  Kondom verschickt. Sehr löblich, war aber doch etwas überrascht! https://t.co/ZR9sOoggqo",other,1
@115873 needs to contact me asap before I share what a horrible experience I had with their services. I demand a refund!,feedback,1
"@369325 Kindly visit nearest Idea store for linking.(2/2)
Rgds,
Darshan.",feedback,2
"⏰ 24/7 ⏰  @29783 ⏰ 
Now streaming on #RockThis
https://t.co/uzdPLmWbqw https://t.co/PloQuZWkqJ",other,1
@AmazonHelp  https://t.co/BtgP3wZzKd,feedback,1
@British_Airways You can pay my parking for my car if I don’t get there before midnight. Still be here next week if British airways are involved!,feedback,1
@115830 is your website down? Can't seem to find the proceed to checkout button 🙈🙈,feedback,1
"@230137 Oh, gotcha! Don't worry, we're definitely doing ""Wrapped"" this year. For now, keep your eyes peeled for more info in the coming weeks 👀 /JE",feedback,1
"@AppleSupport It was left on charge, and connected to WiFi. Thanks alot for the help, but I am still wondering why did it disable for 25 million minutes, which is almost 48 years.. shouldn't it be like at most 10 mins?",feedback,1
@697872 Oi Júlia. Tem algum problema com o seu pedido? Qual é a data de entrega? ^JJ,feedback,1
"@244264 We will always strive to make the most out of a stressful situation, and our Crews are the best in the biz! Please DM your conf #. ^LC https://t.co/mQmfkXW4oV",other,1
@AWSSupport I dont use phones so I cannot sign up for an account. Help?,account_issue,1
"@815980 This isn't at all the experience we strive for! I'd like to have a member of my team investigate this personally. Please, provide us in depth details here: https://t.co/r5g7vmRwT9 ^JE",other,1
"@AldiUK Should have saved this for December &amp; said ‘You butternut pout, you butternut cry...”",feedback,1
@157029 Hi Daniel. Sorry for the difficult conditions. If you reserved a seat you can claim compensation for standing by emailing __email__. Lewis,feedback,1
"@266967 Olá, Gabriel! Estamos aqui para te ajudar. Desde qual dispositivo você experencia problemas com reprodução de música?",feedback,1
"@753584 :( Thanks not good Dubby, can you Dm us the original order number, your name and postcode so we look into this. - Malcolm",feedback,1
@523735 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,feedback,1
@293733 We know this can be a stressful situation. Please continue to work with our airport team for best options.,feedback,1
"@hulu_support I recently got an email that said if I came back, I'd get a free month. I signed up on Oct 7th, and was charged same day",billing_issue,1
@321590 We'd like to look into this. Send us a DM to continue. https://t.co/GDrqU22YpT,other,1
Hey @115714 your service fucking sucks 🤘🏽,feedback,1
"@305784 @ATVIAssist oh wow look, still no dlc!",feedback,1
"@589977 Hallo, du kannst den Käuferschutz aus verschiedenen Gründen in Anspruch nehmen, z. B. wenn Ware nicht geliefert w... https://t.co/2kXRtuBWD2",other,2
@167684 Please send a private message with a good contact number where you can be reached.,other,1
"@341223 Hi there, we appreciate your comments on this. The latest app update no longer has the green check mark that appeared when Dropbox... 1/3",feedback,1
"@510542 Two-Day Shipping refers to transit time, in business days, after an order ships. We aim to meet the date given in...1/2",shipping_issue,2
Never staying at a @117372 ever again. Someone from the bell staff decided to steal my suitcase (I got it back thankfully).,other,1
@AppleSupport IOS 11.03. iPhone 6. Issues started after the IOS update,feedback,1
@766507 Thanks for being one of the good ones. -James,feedback,1
@Uber_Support payment not refunded 1113.42/- #customer dissatisfaction. Please let me knw when the amount will be refunded. https://t.co/FUc3gIABbA,feedback,3
"@603507 Orange Chicken is my favorite, and want you to be able to eat what you want too, Jung! :D Send us a DM so we can see what's going on *TarynS",feedback,1
@377146 I do apologize your experience was not the best. *AMS,feedback,1
"@302302 I would be happy to take a look at your service. To better assist you, can you please DM me your account number? -Aaron",other,1
Bruhhhh @115955 why do u guys have to have such shitty internet and service reliability,feedback,1
@AppleSupport @190922 Having the same issue.,feedback,1
"@AlaskaAir Relocation is hard, being separated from family for a year on deployment is gard, traveling with a toddler is hard. You've gone put of your way to make it harder and more expensive.",other,1
@SouthwestAir delayed SW667. Just landed in SJC and been on the tarmac for 20+ min waiting for a gate with no update from crew. What's up???,feedback,1
"@180475 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",feedback,1
Would I be that annoying passenger who eats a whopper on an overbooked flight #JetBlue,billing_issue,1
"@593474 @125762 So pleased to hear this Antonia! I've not tried these ones yet but I think I'll give them a whirl later! Enjoy, Steve :)",feedback,1
@208850 Thanks for reaching out. Send us a DM so we can provide some guidance. https://t.co/GDrqU22YpT,feedback,1
@Delta I'm trying to book my flight and use my flight credit. Your online service is not allowing me to do so!,feedback,1
Thanks a lot @SouthwestAir!!  You dumbasses broke my luggage after only THREE trips. Seriously this is freaking garbage!!!!!! https://t.co/YKCpK4HhQD,feedback,1
"@marksandspencer have definitely won the Christmas TV ad battle this year, in my opinion! How can you not #lovethebear ❤️❤️#dontwantmonstersunderthebed",feedback,1
"@685892 Oh no! This is not the experience we want our customers to have. I can definitely look into this service issue for you. Please, go ahead",other,1
@569608 ...on the web. Are you trying to have files only stored in the cloud and not be available locally on your desktop? Thanks again! 2/2,feedback,2
Thank you @Delta for finding and returning my iPad I left on the plane!!! Another reason I'm a loyal customer!!! #CustomerService https://t.co/QZ4UFF5e47,other,1
@idea_cares So by the time customers will pay the extra unwanted difference in plan charges ... that’s a good way to loot.. ..,feedback,1
"@760882 What are you seeing on the screen?
^JAY",other,1
"@275472 There should be a bus, but please speak to station staff who can arrange onward transport if not ^MW",feedback,1
@XboxSupport is there anyway way i could get a refund for a game,feedback,1
@176553 You're welcome to send an appeal to Customer Relations foe another look. Please refer to your original file number.,feedback,1
you guys charge my card $300 for a closed account and say you can only help in 5-7 business days @115911 @TMobileHelp,billing_issue,1
"@146647 Apologies, can you confirm the items that were not delivered? Can you DM your order number, account holder's name, postcode &amp; email...1/2",feedback,1
"@518042 Great question, Alexandra! You can remove Live TV from your account page via these steps: https://t.co/Cf1Guq9H8d.",feedback,1
@TMobileHelp Hey can I DM and go over options to migrate my prepaid tablet line with FDFL back to postpaid again?,feedback,1
@AmazonHelp Das würde heißen das ich dafür Doppel zahle. Schade das dies nicht vorgesehen ist.,other,1
"@674243 Hi
Sorry for the late reply, due to the volume of customers contacting us it may take some time for us to reply.
Do you still require our assistance, for the refund?  

Thanks

Kevin",feedback,1
@259328 @marksandspencer #marketing mums FTW 😂👌🏼,feedback,1
@TMobileHelp Nope. I’m all set. Thanks! Time for sleep. 😃,other,1
@211066 Oh no! We'd love to help. Run through: https://t.co/wAoEicy9CF and reach out here: https://t.co/6YdK7bvQN7 if no improvement.,other,1
@AmazonHelp done!,feedback,1
"@Morrisons 2 pint semi and blue. TWO tiny facings, where their used to be cages. This is a rural area which supports it's farmers. Please help.",other,2
@sprintcare @115714 going to pick up a pixel 2. Please tell it works with Sprint. I've been with you for 10 years and don't want to change,feedback,2
"@AmazonHelp Was sind das für Umgangsformen, ohne Mitteilung (E-Mail) das Konto zu sperren und keine Kontaksmöglichkeiten anzubieten, um das Problem zu lösen? Alle ""Links"" führen zu englischen Hilfeseite. Wir würden nun gerne unsere PRIME-Artikel zurückbeordern und unser Konto löschen.",feedback,3
@115888 How,other,1
"@466990 As I'm sure you can appreciate, this is an extremely popular game and to limit disappointment, we have sent these out by courier 2/3",shipping_issue,2
@145604 I’m happy to hear everything seems to be working ok now. If you happen to run into any more issues or extended down time please reach out to us. We’re always here for you! –EK,feedback,1
@364769 Apologies for the trouble with the order received. I'd like to take a closer look at this. ^AK (1/2),other,1
"@606199 I'm sorry to hear this happened. Please DM the address &amp; time this occurred, along with your contact information. ^BO https://t.co/wKJHDXWGRQ",feedback,1
@494889 @494887 @494888 @494881 @marksandspencer @244528 Well I hope you do! Because the bastards will find a way to steal it if they can!,feedback,1
@117543 I want Netflix,feedback,1
@GWRHelp Hello Any further news on when Anytime Single fares for the Christmas period are likely to be released?,feedback,1
@177745 I am so. We are happy to help you out if you would like. Just send a DM with the phone number and service address on the account. -SD,feedback,1
@DropboxSupport URGENT! Can't login with E-mail or reset password! error message 'There was a problem completing this request' HELP.,technical_issue,3
"@idea_cares I don't want any favour from your side as it is the time to say bye-bye.
@116331 @118471 @122569",other,1
"@AmazonHelp A prime member , ordered stuff on 6th dleivery date shown as 7th , later the date changed to 11th Nov. Not happy with service https://t.co/9qCCLIeMwN",feedback,1
"@210510 Have you contacted us directly about this? If not, you can do so here: https://t.co/hApLpMlfHN ^PK",feedback,1
@127784 Oh goodness! Well go ahead and hit me up with a DM and I will look into this for you =) https://t.co/50uQFIz4rj *JusticeSerai,feedback,1
@149473 Most horrible service ever. Waiting for a delivery from the 5th. Waybill number 57922832940. Have called atleast 10 times,shipping_issue,1
official release of the iphone x and my perfectly good 7S is suddenly malfunctioning. get your shit together @115858 i don't need a new phone,technical_issue,1
"@367307 Happy travels, William!  *HDG",feedback,1
@ATVIAssist @149160 I try to connect to WWII multiplayer I get an error saying restart required due to update failure. Error code: 5 https://t.co/wCT9XykJQe,technical_issue,1
@AmazonHelp I shared the details before 10 min,feedback,1
"@227816 Please bear with us as it is taking a bit longer than usual. We will sort this out at the earliest &amp; update you.

Regards, 
Pradnya",feedback,1
@VirginTrains FYI no power at seats 24 and 28 coach F on the 7pm Euston to Man Picc service tonight #pleasefixit,feedback,1
What's happening with the new Cod can't join the servers. @XboxSupport @115786 #CallOfDutyWWII,technical_issue,1
@284148 We are not showing any promos available for today!,other,1
"@274549 Hello, Is the problem with the app occurring on any other devices? ^CR",feedback,1
"@161349 Hi again, in order for us to check on our side about the referral status, please write to us at https://t.co/y7rSTLsgY2",feedback,2
@SCsupport my soundcloud was deleted by someone using a nother comeputer how can i get all my tracks back and all my plays and followers?,other,1
"@629532 Hi James. I'm sorry to hear this! Can you confirm which platform you contacted us on originally, to be told we would collect this? TY Alisha",other,1
"@272513 Hi Jenni, can you comment on this Uservoice bug report so the product team can reach out to look into the issue further? ^Wren",feedback,1
"@626115 Hi. Sorry about this! Please can you DM me the Store, a copy of your receipt &amp; More card?? Thanks - Chloe",feedback,1
@Tesco what's all this then? Bought some tomatoes yesterday and they've gone mouldy overnight! Best before date is tomorrow as well.,feedback,1
Hey @115900 @282503 @116136 #xfinity why am I only getting 70.04Mb/s when I pay for 1000Mb/s? $100+/month for this??,feedback,1
@AmazonHelp @115821 That's another week in case it's not clear. Bearing down on four months with no info,feedback,1
@AmazonHelp This is ridiculous. Less than 9 hours ago it was high shipping volume which caused a delay. Now it's completely undeliverable???,other,1
"@AmazonHelp I’m hoping it’s not damaged-it’s a laptop, I won’t find out until Christmas Day as it’s a gift 🎁 how should I go about perhaps you making a note on my account, about possible damage, I have taken photos of the outer box",feedback,1
@Delta flight from Rochester to JFK delayed 2hrs without explanation. Why am I not surprised?,feedback,3
@358082 Try clearing local cache settings or using another internet browser to open the new account through. +,other,1
@288241 That extra boost of power can be helpful! Check out options available on the Apple Online Store here: https://t.co/ebFrI3U62g,feedback,1
"@706538 Thank you have a good day.
 -Andre",feedback,1
@BofA_Help why is the iPad mobile banking app so woefully under optimized for IOS? Difference between iPhone and iPad app is like night and day.,feedback,1
@BoostCare i need customer service now...been on the phone with morons...help!!!,account_issue,1
"@574681 Hi Gemma, this will be because the first airline didn't check your luggage all the way through so you'll need to tweet them directly. ^SR",feedback,1
@Uber_Support I’ve sent you a DM,feedback,1
"@AmazonHelp Bonjour, merci à vous, je suis justement en échange avec eux 😊
Merci à vous 😊",feedback,1
@381052 Hey there! Shoot me your platform and gamertag via this DM link. ^MB https://t.co/c9WoAfwenP,other,1
@AmazonHelp So do we now have to stop using Amazon and move to other ecom sites like @118702 or @4030 etc.?,other,1
"@AmazonHelp うわ！Amazon公式さんからまさかのリプライが！(＾＾;)
とても良い商品をありがとうございます♪",feedback,1
@172009 Sorry about the stretch. Could you tell us what exactly went wrong? ^MS,other,1
Nice gesture from @Delta when seating for flight DL145 going home. https://t.co/Csn5z4uyQX,feedback,1
.@comcastcares around 3 or 4 am every day my internet stops working. This needs to stop.,technical_issue,1
"If you agree on this. Please upvote this and spread the word. 
https://t.co/SSZdmmzcgh
(1/3) https://t.co/MbDbrTnHu7",feedback,1
"@778215 Please know that although drivers may cancel for a variety of reasons, they will be penalized for excessive canceling.",other,1
@150227 Here to help! Send us a note at https://t.co/fS660s7JFo so our team can connect right away.,other,1
@188301 Hi there. Let's meet in DM and discuss it. We're here to help. https://t.co/GDrqU22YpT,other,1
@115850 WORST ONLINE WEBSITE.ORDERED SOMETHING. DELIVERED SOMETHING ELSE. THIS HAPPENED 4th TIME.ORDER ID 4__credit_card__ #AMAZON CHEATS,other,3
"@657872 If you need help with a shipment. Please reach out in a DM with your tracking number, phone number, and full address.^KP https://t.co/wKJHDXWGRQ",shipping_issue,1
"@248184 We can help. Has the device been restarted? If not, let's do that using these steps: https://t.co/OWRDHWSt4h",feedback,1
"@326002 Hi there, there isn't any plans to expand the healthy living range meal range and the sushi that I'm aware of. Would you be able to send  a DM with the following details please? 1/2",other,1
"@135293 I'm sorry you're having trouble with your account. Which Amazon account are you using? (https://t.co/nUUp5MLhYl, Amazon.de, Amazon.UK, etc.)",other,1
"@787324 Amazon Logistics gehört zu Amazon und stellt Bestellungen von Montag bis Samstag von 7 bis 21 Uhr zu. Amazon arbeitet dafür mit kleinen und mittleren Unternehmen zusammen. 
Zur Sendungsverfolgung einfach hier entlang: https://t.co/WBK7tWzpwS  ^AV",other,1
@673732 Hello. I apologize for the service interruption and I would like to check on this for you. Please send the phone number associated with your account in a DM for further assistance. -AZ,other,1
@732145 Hello! I'd love to discuss our #MagentAmazing plans! 💕📶 DM me ➡ https://t.co/m0OQWGlE4J 💪😎 And we'll go over everything together! 🤙 *SamoAljasim,feedback,1
@AmazonHelp The order is in Bangalore since Sunday and you guys r not able to deliver it in Bnglr itself completely frustrated now. Didn't Expected dis,shipping_issue,1
@comcastcares Why is that all the lights on my modem are on but still don't have any internet connection??  It's been 2 days wtf,technical_issue,3
@115850 @AmazonHelp @115821 #fakeamazoncashback offers https://t.co/hfTJUJElxA,feedback,1
"@GWRHelp Hi Phil It was going to be the 17.55 to Taunton but its been a long day and I fancied a day off from bums in face, so I waited for the 18.20",feedback,1
"@117762 Hello, James. Just doing a follow-up on your case. Are you successful in updating your address?",feedback,1
"@180283 Same-day confirmed fee is waived on all flights for Diamond, Platinum, and Gold Medallion members (Excluding Members who purchased Basic Economy). *HCA",other,1
@Morrisons wow....again!! Cafe service just appalling. Was given refund by ur Duty manager today but not the point. It's simply awful.,other,3
"@384055 Danke für die Rückmeldung! Freut uns, dass es gelöst ist. 😊 Schönen Abend ^MH",feedback,1
"@TMobileHelp @115913 Confused because one of your posts states only 8, not 8+",other,1
whY IS MY LYFT DRIVER HITTING ON ME,feedback,1
@AmazonHelp Only content am getting from your email is*you will be updated soon*but what I am expecting is status of order on when delivery will happen.,other,1
"@818379 I'm sorry to hear you still didn't receive a response. Was the response related to a delivery that you didn't receive? Without providing personal/account details, can you tell me what's going on? ^SY",other,1
@115900 yall are annoying af i havent had wifi AND cable even though you guys came on both nov 19 and 28 but both visits were pointless because you guys did NOTHING and now you aren’t coming until december 6???,other,1
"@116076 ordered pizza over an hr ago and still has not arrived. When I try to call store, I’m put on hold b4 I can say a word. Horrible.",shipping_issue,3
@ATVIAssist I am still getting the error and I live on a college campus.,feedback,1
@506825 Please keep us posted if there is any error while connecting via chat. 2/2 ^MJ,feedback,2
"@BofA_Help @2744 the ATM on Middle county in selden ny is sensitive. Can't make a deposit, withdrawals always hit the wrong fast cash amount. Pls check",feedback,1
@AppleSupport It did after restarting/charging,feedback,1
"@158698 We're sorry for the delayed response. You'll need to contact our Baggage team at, 800-866-4010 for updates.",other,1
@AppleSupport my phone is trippin. When I hit the home button it loads before giving my pin pad. 🤨,other,1
@AppleSupport any way to check the battery health of my iPhone?,feedback,1
@711735 What type of adapter are you using? We currently don't support streaming through an HDMi adapter: https://t.co/iycrTfWKgB.,feedback,1
"@140157 Hi Nick, thanks for reaching out to us with your concern about the service. What exactly are you experiencing? Can you DM me the details of the situation? I'd like to help! -Ken",feedback,1
"@538806 St. Patrick's Day on River Street is reason enough, right, Kelsey? We'll keep an eye out for the opportunity to serve your new home. ^AS",feedback,1
@268133 Hi Emily. Cute dogs :) The 17:49 service is running around 78 minutes late due to the failed train earlier. Lewis,feedback,1
@167437 That's concerning. Please share this at https://t.co/0f6pFdYU9j -Tay,feedback,1
"@790863 Aw, thanks, Sejla! We could totally give you 42 hugs right now :)",feedback,1
